Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
golkarsetya novanto setya novantogolkarsekalipun lolos jerat hukum pecat partai tetapgolkar cermin orang itulayaknya soeharto,1,0,0,1,0,0,0,0,1,0,1,0
ahahahaha buaya darat buaya sungai,0,0,0,0,0,0,0,0,0,0,0,0
julia perez nya cupu hahaha,0,1,0,0,0,0,0,0,0,0,0,0
visi misi aniessandi ambisi gubernur sayang suka sara hoax pinta,1,0,0,1,0,0,0,0,1,0,1,0
moga sehat presiden jokowi,0,0,0,0,0,0,0,0,0,0,0,0
pagi indah seprti memek mu,0,1,0,0,0,0,0,0,0,0,0,0
reaksi kecewa kalang ulama habib rizieq instruksi henti membully kh maruf amin kalang ulama clearpun analisis ulama pecah diri jalan benar,0,0,0,0,0,0,0,0,0,0,0,0
ambang batas calon presiden masalah langkah langkah politik oposisi untung mayoritas partai tarik figur prabowo gera tagar ganti presiden satu gera tawar,0,0,0,0,0,0,0,0,0,0,0,0
janji deh tepat puluh juta lapang kerja rakyattapi tka cina,1,0,1,0,0,1,0,0,0,1,0,0
bahasa indon but sial lu bajing,1,1,1,0,0,0,0,0,1,1,0,0
susilo bambang yudhoyono utang hasil apaapa kalo jokowi utang mertua presiden,1,0,1,0,0,0,0,0,1,1,0,0
kalo beda kartu gsm nama dua kartu keluarga,0,0,0,0,0,0,0,0,0,0,0,0
bicara antek,0,0,0,0,0,0,0,0,0,0,0,0
malumaluin gerindra admin surat pemberitahuan tahun,1,0,1,0,0,0,0,0,1,1,0,0
tolong retweet islam nusantara radikal ingin sih indonesia islam nusantara agama hindu buddha kristen ahmadiyah dll,0,0,0,0,0,0,0,0,0,0,0,0
gue tau bom muka hahahahaha,0,0,0,0,0,0,0,0,0,0,0,0
bebas suara media asas perkara iaiu ras tanggungjawab benar ikut tafsir citra budaya tempat acu barat pm najib,0,0,0,0,0,0,0,0,0,0,0,0
katekismus gereja katolik larang minum keras lantang tentang budak sebab miras nnbeberapa ayat anggur positif pengkotbah mazmur amos minum anggur hati senang,0,0,0,0,0,0,0,0,0,0,0,0
tukang hoaks basmi hoaks bunuh donk,1,0,1,0,0,0,0,0,1,1,0,0
pusing gue uda x lihat in anak orang tai,0,0,0,0,0,0,0,0,0,0,0,0
buaya nih buaya muara buaya darat siluman buaya,0,0,0,0,0,0,0,0,0,0,0,0
gue orang religius suka miris lihat orang aku religius ngelive instagramfacebook ibadah mending samasama duduk minum bir cerita kotor jujur mu,0,0,0,0,0,0,0,0,0,0,0,0
kunyuk mas hehe,0,1,0,0,0,0,0,0,0,0,0,0
mencret hyung,0,0,0,0,0,0,0,0,0,0,0,0
bubar partai gaduh partai burung pipit partai sapi jual agama,1,0,0,1,0,0,0,0,1,0,0,1
bubar dpr guna,1,0,0,1,0,0,0,0,1,0,0,1
sema tingkat kali empat kdnk malaysia bank dunia tanda raja baris nasional urus ekonomi datuk seri najib tun razak bersamabn hebatkannegaraku jombn hiduprakyat manifestobn,0,0,0,0,0,0,0,0,0,0,0,0
bubar kpk busuk,1,1,0,1,0,0,0,0,1,0,0,1
jk jokowi mundur jantan,1,0,1,0,0,0,0,0,1,1,0,0
sandiaga duga kampanye sudirmanida masjid solo kpu,0,0,0,0,0,0,0,0,0,0,0,0
gak dengar bocor asing mil rekrut main argentina ta mbah emanuel deh porras,0,0,0,0,0,0,0,0,0,0,0,0
kadang jijik alay balas pesan atuh jalan hidup wkwkw,0,0,0,0,0,0,0,0,0,0,0,0
sesat pbnu baik sembunyi jahat islam,1,1,0,1,1,0,0,0,0,0,1,0
mayoritas minoritas konsep pendek tahu perintah kitab suci kristen budha hindu larang pilih pimpin teman pegawai agama,0,0,0,0,0,0,0,0,0,0,0,0
dasar onta pulang arab,1,1,1,0,0,0,0,0,1,1,0,0
ga sipit gede kak,0,0,0,0,0,0,0,0,0,0,0,0
ltpacar lesbi xxx porn bokep,0,1,0,0,0,0,0,0,0,0,0,0
raja ampat papua barat orang malu budaya bawa bangun sebar agama kristen papua tahu pengaruh orang malukuambon orang bel,0,0,0,0,0,0,0,0,0,0,0,0
jilat pantat rizieq kayak elu,1,1,1,0,0,0,0,0,1,1,0,0
sepakat argumen perintah jkw kes fokus bangun infrastruktur amp samping sejahtera rakyat tenaga kerja asing banjir sektor sektor mesti isi wni rakyat nganggur,1,0,1,0,0,0,0,0,1,1,0,0
sengaja hasil pilih kepala daerah daerah khusus ibukota muas,0,0,0,0,0,0,0,0,0,0,0,0
hayoo jokower mentwit bantu sembako duit pribadi jkw buru buru hapus twit,0,0,0,0,0,0,0,0,0,0,0,0
pribumi tolak etnis cina pimpin indonesia adu pancasila bhineka,1,0,0,1,0,1,0,0,0,0,0,1
kafir,0,0,0,0,0,0,0,0,0,0,0,0
kemarin bahak lihat bodoh km panas gmn sdh bilang orang ulang dungu cebong,1,1,1,0,0,0,0,0,1,1,0,0
survei mana gereja katolik dekat desa gw gue laku gue tempat desa which is telah which is teman gue presentasi kondisi desa lihat kmrn,0,0,0,0,0,0,0,0,0,0,0,0
nneh tau orang gila rumah gue kemarin gue sapu pas teras gue lihat buka celana pegang titit,0,1,0,0,0,0,0,0,0,0,0,0
selamat minggu partai komunis indonesia tamat hancur awas gera hati komplot makhluk kaki larang muka bumi indonesia,1,0,0,1,1,1,0,0,0,0,1,0
jentel mundur jabat partaiitu ksatria,1,0,1,0,0,0,0,0,1,1,0,0
teteeeppp ujung salah pemerintahckckckckpdhl sangkut dewan wakil rakyat coba masyarakat teriak adem ayem,0,0,0,0,0,0,0,0,0,0,0,0
gua udah modar,0,1,0,0,0,0,0,0,0,0,0,0
admin banget tolol kemarin kemarin dana bantu menteri desa aku kerja nyata partai gerindra guoblog,1,1,0,1,0,0,0,0,1,0,1,0
tau abai rpjmn proyek masuk psn sebab proyek selesai cepat,0,0,0,0,0,0,0,0,0,0,0,0
bikin resah tl sih monyet kafir,1,1,1,0,1,0,0,0,0,1,0,0
lengser jokowi kuasa china komunis,1,0,1,0,0,1,0,0,0,0,0,1
bini gue kinclong kayak gigi spider man,0,0,0,0,0,0,0,0,0,0,0,0
sharesekolah anak sekolah katolik ajar susterteman kelas muslimkristenbudhahindukonghu chuselama adem ayem,0,0,0,0,0,0,0,0,0,0,0,0
presiden polling menang mimpi onani,1,1,1,0,0,0,0,1,0,1,0,0
pikir baca amp giring silit ireng dobol ijo,0,1,0,0,0,0,0,0,0,0,0,0
maaf nya gila hormat tolong line nya muda bicara sopan,0,0,0,0,0,0,0,0,0,0,0,0
suka citra laris piala citra versi kecebong kolam nartinya cari makan hidup hasil jilat master kecebongntidak peduli master cebong goblok kolam,1,1,0,1,0,0,0,0,1,0,1,0
presiden jamin negara beranta,0,0,0,0,0,0,0,0,0,0,0,0
pdi juang target agkya menang persen tidore strategi agkya malukuutara,0,0,0,0,0,0,0,0,0,0,0,0
yah sekian pandang awam wkwk pandang awam riset riset tai kucing apa have a good day,0,0,0,0,0,0,0,0,0,0,0,0
pantas pecat ngawur paksa betulhahaha ahokpastitumbang pilgubdki,1,0,1,0,0,0,0,0,1,1,0,0
ganti sahabat suka orang idiot hilang patrick,0,0,0,0,0,0,0,0,0,0,0,0
aktivis anak buah eks partai komunis indonesia gerwani,0,0,0,0,0,0,0,0,0,0,0,0
kakkakkakkakpd panggil kak kayak laden adek adek imut culun umur malas ahh,0,1,0,0,0,0,0,0,0,0,0,0
tepay sekalidiberangus uu,0,0,0,0,0,0,0,0,0,0,0,0
cari suaracukup bangun jawatapi presiden jokowi negarawan bangun konektivitas daerah isolir,0,0,0,0,0,0,0,0,0,0,0,0
edan edan npokoknya ndan usir cina cina keparat tau malu,1,1,0,1,0,1,0,0,0,0,1,0
rakyat susah kuli nyata prabowo subianto kritik keras netizen calon presidenabadi,1,0,1,0,0,0,0,0,1,1,0,0
presiden trump askorut adakan bicara langsung tingkat,0,0,0,0,0,0,0,0,0,0,0,0
perang fitnah agama alloh jika,0,0,0,0,0,0,0,0,0,0,0,0
atur negara anut atur salah agama bilang negara negara agama negara agama sender singgung ateis bawabawa,0,0,0,0,0,0,0,0,0,0,0,0
barat pimpin kece nan pesona tp kali cinta hidup presiden hati kerja amp tulus paket diskon ,0,0,0,0,0,0,0,0,0,0,0,0
salah coba ya saracen plus buni yani orang iya gubernur direktur rs ahok,1,0,1,0,0,0,0,0,1,1,0,0
alhamdulillah rapat famili perdana bani nafisah jalan khidmat,0,0,0,0,0,0,0,0,0,0,0,0
muka agama yahudi ra sambi po,0,0,0,0,0,0,0,0,0,0,0,0
lempar mercon bom,0,0,0,0,0,0,0,0,0,0,0,0
gila coba faedah keroyok orang gara gara bikin meme bahan meme hubung ngeroyok nnboro boro anggota keluarga kenal aja kagak lo kntl bgst gobloooooooo,1,1,1,0,0,0,0,1,0,1,0,0
ketua golkar setya novanto pecat bikin malu partai,1,0,1,0,0,0,0,0,1,1,0,0
sana teriak asing asing ya,0,0,0,0,0,0,0,0,0,0,0,0
wkwkwk gue pikir sih dewan wakil rakyat ya butuh tega,0,0,0,0,0,0,0,0,0,0,0,0
muncul partai komunis indonesia bulu monyet,1,1,0,1,0,1,0,0,0,0,1,0
akbar tanjung kabar ketua golkar tentu,0,0,0,0,0,0,0,0,0,0,0,0
rezim sederhana rakyat suka kritik koreksi rakyat opini terus media pro diktator,1,0,1,0,0,0,0,0,1,1,0,0
mal periksa barangya ya gapapa antisipasi bom kemarin,0,0,0,0,0,0,0,0,0,0,0,0
tuju dibatalin orang ustad omong jancuk matamukasar kotor ambil ilmu mas madi,0,1,0,0,0,0,0,0,0,0,0,0
kandung alkoholaman anakampuntuk bayi aloclair plus digunakanfinger off kemas sentuh langsung lukaterbuat lidah buayaampekstrak kayu manis enaknyaman tid,0,0,0,0,0,0,0,0,0,0,0,0
manfaat akun akun anonim kayak conan sinting dll dukung dpp beda loyalis fh am beda rumit coba meta konflik,0,0,0,0,0,0,0,0,0,0,0,0
selamat kartini perempuan hebat indonesia maju jkw,0,0,0,0,0,0,0,0,0,0,0,0
grup wa kantor posting bude sumiyati instagram cerita teman jg notice sih trus lihat profil anjir koplak,0,1,0,0,0,0,0,0,0,0,0,0
tantegirang asyik ngentot brondong kontolbrondong memek chubby tante basah achhh enak banget sodok,0,1,0,0,0,0,0,0,0,0,0,0
gw hrs nulis jaemin x gladys adhkslapwje bener bener udah sinting,0,1,0,0,0,0,0,0,0,0,0,0
panasbung langgan,0,0,0,0,0,0,0,0,0,0,0,0
orang saksi anjing babi tolol,1,1,1,0,0,0,0,0,1,1,0,0
noob ah tidur alamak,0,0,0,0,0,0,0,0,0,0,0,0
alir sesat pantau alir sesat utang mui pantau alir sesat,0,0,0,0,0,0,0,0,0,0,0,0
gue rakyat indonesia sukarela berantas cebong komunis,1,1,0,1,0,1,0,0,0,0,0,1
senang bela ahok nista alquran akan milik ghirah agama dahulu tobat sesat bela nista agama,1,0,0,1,1,0,0,0,0,0,1,0
salah contoh iblis wajah manusia,1,1,1,0,0,0,0,0,1,1,0,0
sore kak saiful restart modem stb nya ya admin cek jaring koneksi lambat tunggu kabar baik thx ardil,0,0,0,0,0,0,0,0,0,0,0,0
catut islam kang aqil isis jahat tipu muhammad bejat jual nabi,1,1,0,1,1,0,0,0,0,0,1,0
usir duta myanmar lindung teroris buddha saverohingya,1,0,0,1,1,1,0,0,0,0,0,1
enak lo beasiswa aseng lo,0,0,0,0,0,0,0,0,0,0,0,0
new post dodi reza ajak cipta pilkada bersih sumsel,0,0,0,0,0,0,0,0,0,0,0,0
caci maki bilang boyband ampas emosi bilang lol nnkarena boyband westlife,0,0,0,0,0,0,0,0,0,0,0,0
arthur pasang wajah kejut gadis asing tibatiba marah tabok nona nyamuk bahaya terbang wajah baikbaik,0,0,0,0,0,0,0,0,0,0,0,0
dasar buaya,1,1,1,0,0,0,0,0,1,1,0,0
ganti presiden tenaga kerja asing cina pulang datar cina pakai getek,1,0,0,1,0,1,0,0,0,0,0,1
min jadwal kereta jakarta kotapondok cina jam makasih,0,0,0,0,0,0,0,0,0,0,0,0
wkwkwkwkwkwkwkwkwkwkwk habis gue serbu mampus,0,1,0,0,0,0,0,0,0,0,0,0
brengsek gw br liat anjeeeeng fix bgt gue pingsan bye,1,1,1,0,0,0,0,0,1,1,0,0
insya allah presidenaaamiinn,0,0,0,0,0,0,0,0,0,0,0,0
muka si babi ahok tuh yg serbet lantai,1,1,1,0,0,0,0,0,1,1,0,0
kampreter teriak asu antek asing asing ya,1,1,0,1,0,0,0,0,1,0,1,0
bahasaambon saran sebut orang malu anut agama kristen,0,0,0,0,0,0,0,0,0,0,0,0
agama kristen protestan idola hobi main piano fobia petir hewan lata rmfc,0,0,0,0,0,0,0,0,0,0,0,0
aset liabiliti salah tahun barang milikinncinta makan gadis perut laparnnorang iman cita cita hidup k,0,0,0,0,0,0,0,0,0,0,0,0
deh suruh sih banci pulang selesai tanggung jawab sp tangan lantas banci,1,1,1,0,0,0,0,1,0,1,0,0
tokoh bilang umat muslim negeri tekan muslim umat agama tekan bikin egois hak banding anut agama,0,0,0,0,0,0,0,0,0,0,0,0
simak beritaberita ekonomi bisnis uang perban aktual,0,0,0,0,0,0,0,0,0,0,0,0
cina perikemanusiaan suka cina indonesia,1,0,0,1,0,1,0,0,0,0,1,0
dunia kaum sakit hati balik hancur indonesia suuzan,1,0,0,1,0,0,0,0,1,0,1,0
sepakat papres ganti dasn sayang ulama rakyat,0,0,0,0,0,0,0,0,0,0,0,0
ternyta sangkut paut ya teriak cina turun cina teriak partai komunis indonesia berontak,1,0,0,1,0,1,0,0,0,0,1,0
presiden tri keuangannyankarena presiden otak ekonomi perhati faktorkalau,0,0,0,0,0,0,0,0,0,0,0,0
emil dardak pimpin milenial calon wakil gubernur jawa timur,0,0,0,0,0,0,0,0,0,0,0,0
dongo doa ya mas untung sukses dunia akhirat aamiin,0,0,0,0,0,0,0,0,0,0,0,0
panas perut nih kak maya satgi jamban durian hahahahaha,0,0,0,0,0,0,0,0,0,0,0,0
maaf org yg jb muak silah modar aja sono,1,1,1,0,0,0,0,0,1,1,0,0
kerja diktator jokowi gunting pita bagibagi sertifikat macammacam upacara penuh janji,1,0,1,0,0,0,0,0,1,1,0,0
muhammad nabi gadungan bangsa indonesia kuat,1,1,0,1,1,0,0,0,0,0,1,0
pidato pakai ya debat calon presiden,0,0,0,0,0,0,0,0,0,0,0,0
rezim diktaktor ekonomi cina sumpah setia uud khianat turun jokowi,1,0,1,0,0,1,0,0,0,0,0,1
iblis jahanam ci baca puisi,1,1,1,0,0,0,0,0,1,1,0,0
ya ampun rejim cuit jam lupa ingat,0,0,0,0,0,0,0,0,0,0,0,0
sukmawati bilang suara azan merdu kuping congean budek,1,1,1,0,1,0,1,0,0,1,0,0
psti berani nongol tahu belang adapsti cebong kluarin habis tau bicara apansukses bt kpk,1,1,0,1,0,0,0,0,1,0,1,0
aher dorong presiden wakil bangga masyarakat jabar,0,0,0,0,0,0,0,0,0,0,0,0
akunakun antek komunis liar daruratpki,1,0,0,1,0,1,0,0,0,0,1,0
gak kreatif lu kunyuk,0,1,0,0,0,0,0,0,0,0,0,0
tolak berita hoaks sukses pilih kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
setan hahaa,0,1,0,0,0,0,0,0,0,0,0,0
rugi timbul rupiah rupiah nilai harap beli minyak rupiah tukar mata uang asing jual jual barang dagang hening,0,0,0,0,0,0,0,0,0,0,0,0
bom,0,0,0,0,0,0,0,0,0,0,0,0
pake wifi gembel,0,1,0,0,0,0,0,0,0,0,0,0
parlemen tunisia legal ruu bebas hina allah agama arti mekakukannya hukum dalih bebas dapat anggota parlemen nama,0,0,0,0,0,0,0,0,0,0,0,0
mari lengser jokowi habis ramadhan,1,0,1,0,0,0,0,0,1,0,0,1
yg buat bicara,1,0,1,0,0,0,0,0,1,1,0,0
anti hindu,1,0,1,0,1,0,0,0,0,1,0,0
tim aniessandi kaget indra piliang tangkap kait narkoba fpi hti aniessandi rizieq buni jonru saracen orang,1,0,1,0,0,0,0,0,1,1,0,0
utututut kali sedih mata sipit,0,0,0,0,0,0,0,0,0,0,0,0
gebuk komunis pki selamat nkri kasih kendor bantai ulama kiai nu ulang,1,0,0,1,0,1,0,0,0,0,0,1
ijinkan ketawa hahahaha bongbongpinter napadungu piara,1,1,1,0,0,0,0,0,1,1,0,0
sukses pilkada hoax,0,0,0,0,0,0,0,0,0,0,0,0
papar kapolres bikin kapolda kepri pilkada tanjungpinang aman netral,0,0,0,0,0,0,0,0,0,0,0,0
cacing pita sarden taugak sarden kemas wadah seng awet seng institut teknologi indonesia murah ya sakit babi,0,0,0,0,0,0,0,0,0,0,0,0
udik lu,1,1,1,0,0,0,0,0,1,1,0,0
gusur usir tenaga kerja wanita,0,0,0,0,0,0,0,0,0,0,0,0
ptpn iii persero harga mitra bina,0,0,0,0,0,0,0,0,0,0,0,0
tau bacot berisik lo,1,1,1,0,0,0,0,0,1,1,0,0
orang suka rusak generasi muda manusia ateis komunis,0,0,0,0,0,0,0,0,0,0,0,0
elo kafir banci yakk ya ampun sdh kafir banci sedih ya cong google deh kafir banci kayak lo,1,1,1,0,1,0,0,1,0,1,0,0
kau suka anjing,0,0,0,0,0,0,0,0,0,0,0,0
kemarinkemarin dengar sontoloyo,0,0,0,0,0,0,0,0,0,0,0,0
kabeh saudara makmur gusipulmbakputi gusipulputimenang,0,0,0,0,0,0,0,0,0,0,0,0
dunga dungu orang pintar bong,0,1,0,0,0,0,0,0,0,0,0,0
bani remason kasihan kucingkucingnya harun yahya bapak penjara sapa kasih makannngiahahaha,0,0,0,0,0,0,0,0,0,0,0,0
kartini iriana kumpul istri menterigubernur istana bogor,0,0,0,0,0,0,0,0,0,0,0,0
selamat sore min mohon bantu transaksi no transaksi barang kirim jual rusakcacat jual diskusi mohon tanggap cepat ya butuh barang cepat,0,0,0,0,0,0,0,0,0,0,0,0
buseeet nuzuuuk banget maling duit sih zumi jiah haha alumni pikir maling kasih makan onta nasbung demoooo kwkwkwkw,1,1,1,0,0,0,0,0,1,1,0,0
hallo nama furi katolik negara merdeka angkat galon obrol,0,0,0,0,0,0,0,0,0,0,0,0
bawaslu kolaka tinggi langgar asn pilkada,0,0,0,0,0,0,0,0,0,0,0,0
lihat bicara kayak nya sekolah bapak ajar mu mu nya bikin anak doang ya nya anak kampret,1,1,1,0,0,0,0,0,1,1,0,0
titit ngaceng,0,1,0,0,0,0,0,0,0,0,0,0
bagus bagus banget kayak lihat sejarah sisi sihnnsama novel leila chudori pulang juara banget eksil partai komunis indonesia deh,0,0,0,0,0,0,0,0,0,0,0,0
seoul salah destinasi favorit asia budaya unik hallyu korean gelombang faktor utama seoul banjir traveler jelajah korea intip seru laku seo,0,0,0,0,0,0,0,0,0,0,0,0
profile sih umur mampu pikir otak anak sd percaya tulis blogger tua kacrut,1,1,1,0,0,0,0,0,1,1,0,0
susup partai demokrat,1,0,1,0,0,0,0,0,1,1,0,0
udah jateng ganti gubernur sudirman saidida fauziah,0,0,0,0,0,0,0,0,0,0,0,0
turonggo sila muda kota diri tolak berita hoaks sukses pilih kepala daerah wilayah kota kedi,0,0,0,0,0,0,0,0,0,0,0,0
ju bang,0,0,0,0,0,0,0,0,0,0,0,0
gak duli replyku sambung,1,0,1,0,0,0,0,0,1,1,0,0
jejak senyap keras politik budaya banyuwangi,0,0,0,0,0,0,0,0,0,0,0,0
lho mbok ya ben to yowong asumsi teori ekonomi dewe og teori jalan tembus besok kepala keluarga mesin cetak uang sangar,0,0,0,0,0,0,0,0,0,0,0,0
pagi pagi buka twitter selebtwit tulis suami cam haha kontol langsung unfollow,0,1,0,0,0,0,0,0,0,0,0,0
hapus islam ajar sesat dungu biadab umat,1,1,0,1,1,0,0,0,0,0,1,0
mbah fatwa bicara anjing papa ikut nama orang okesip asu,0,1,0,0,0,0,0,0,0,0,0,0
bener banget jasa menang anies sandi hasil saracen,1,0,1,0,0,0,0,0,1,1,0,0
nape bud lidah tebal jilat surat pemberitahuan tahun itunnbelum itu bantu bank asingnnkeluar mulut buaya masuk mulut singa,1,0,1,0,0,0,0,0,1,1,0,0
biar bacot saudara pengaruh bong kafir kafir sensi,1,1,1,0,1,0,0,0,0,1,0,0
statistik gembel pks partai gurem kursi cuil perintah koruptornyanntapi persentasikan ya aja,1,1,0,1,0,0,0,0,1,0,1,0
aduh kasihan sok kritis kayak orang bego otak kritis tuh stadium kali sakit nya,1,1,1,0,0,0,0,0,1,1,0,0
brengsek nih auto correct gue sadar,0,1,0,0,0,0,0,0,0,0,0,0
acting nya murah laku pasarancebong ya begitudungu nya permanen hahahaa banyak minum air kencing bagongtumpul otak,1,1,1,0,0,0,0,0,1,1,0,0
orang putih babi tikai azan pastu sih hindu divya nih azan orang bodoh jerit jerit loudspeaker orang cirit pastu orang petik agama play victim bodoh,1,1,1,0,1,0,0,0,0,1,0,0
jabat menagama mudah injil tulis manusia,1,0,0,1,1,0,0,0,0,0,1,0
eh gue geblek teman pintar ya tuh gue,0,1,0,0,0,0,0,0,0,0,0,0
gubernur dki shalat jumat erdogan,0,0,0,0,0,0,0,0,0,0,0,0
gak gendong anak papua foto prabowo anak angkat ,0,0,0,0,0,0,0,0,0,0,0,0
hidup pakai duit transfer full indonesia yasemacamnya ga hidup tki kayak,1,0,1,0,0,0,0,0,1,1,0,0
agama kristen mati abad tengah sapu bankir rentenir yahudi pendeta tuhan,1,0,0,1,1,0,0,0,0,0,1,0
iya setan taksir,0,1,0,0,0,0,0,0,0,0,0,0
klo onta mana ya,0,0,0,0,0,0,0,0,0,0,0,0
celaka besar orangorang mempersekutukannyannyaitu orangorang tunai zakat kafir hidup fussilat,0,0,0,0,0,0,0,0,0,0,0,0
kalo join cerdas spiritual mes kepilihnkalo ikut puluh ribu butir ampasnn siiii istilah skrng,0,0,0,0,0,0,0,0,0,0,0,0
rezim bangsat,1,1,0,1,0,0,0,0,1,0,1,0
jaga budaya aman kendara piaggio indonesia luncur kampanye safety in style,0,0,0,0,0,0,0,0,0,0,0,0
kerja campur aduk sempat kembang ilmu butuh kenal warna contoh bidang seni rupa larang buta warna,0,0,0,0,0,0,0,0,0,0,0,0
iklanahokjahat bikin darah didih bangsat penuh propaganda islam radikal,1,1,1,0,0,0,0,0,1,1,0,0
habis pikir fanboy ahok bego bego ya erti sejarah gampang jebak iklan maaf ya,1,1,0,1,0,0,0,0,1,0,1,0
udah jamin hidup tenang bahagia ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0
teriakteriak baca buku karya samuel tumanggor mantan aktivis gera mahasiswa kristen indonesiannpada halaman beliau tulis kristen gue,0,0,0,0,0,0,0,0,0,0,0,0
muliaty kawan kenal smp sd siswi chinese kelas smp katolik santo petrus teddy lindra,0,0,0,0,0,0,0,0,0,0,0,0
gua top in kpk berani periksa orang kpk tebang pilih kampung,1,1,0,1,0,0,0,0,1,0,1,0
tahu gue bank deh tukar valuta asing toko toko jual emas adanntpi tau bank negara indonesia si,0,0,0,0,0,0,0,0,0,0,0,0
deklarasi pilih kepala daerah aman anti hoaks warga kedungcangkring jabon,0,0,0,0,0,0,0,0,0,0,0,0
btw bionya soeharto did nothing wrong o yauda gue tim mawar culi aktivis bantai pki korban juta ga ya ngarti,0,0,0,0,0,0,0,0,0,0,0,0
tim ahok otak toilet otak tumpul anies komit pancasila ahok kafir pancasila,1,1,1,0,1,0,0,0,0,1,0,0
buddha kafir teroris,1,1,0,1,1,0,0,0,0,0,1,0
anjing manusia homo inigt gonggong nya keras kemampuannlu angka anjing,1,1,1,0,0,0,0,0,1,1,0,0
pabrik sweeping ikut atur emang negara milik nenek mrksontoloyo mrk,1,1,0,1,0,0,0,0,1,0,1,0
makna tambak gelar datuk seri ulama setia negara ustaz abdul somad lam lembaga adat melayu riau malam harga tokoh ubah rebuplika anak jati riau anak bangsa cinta negeri,0,0,0,0,0,0,0,0,0,0,0,0
kroasia fpk front bela kristenkatolik,0,0,0,0,0,0,0,0,0,0,0,0
mas icing cina ya nnexoplanetnexonexocomingsoonn,0,0,0,0,0,0,0,0,0,0,0,0
obrakabrik pasti beranta perginnkan bajing ya,1,1,0,1,0,0,0,0,1,0,1,0
kunyuk like tok read,0,1,0,0,0,0,0,0,0,0,0,0
sak karepmu lit silit,0,1,0,0,0,0,0,0,0,0,0,0
kancah politik alir saja budaya politik perilaku politik faith ambil buku kang syaikhu karya adi siregar alumni sekolah akuntansi negara  asy,0,0,0,0,0,0,0,0,0,0,0,0
koruptor pribumi suruh kabur tangkap contoh nazarudin info tangkap bocor kpk nazar imbal usd jutannlalu jabat polisi daerah antar kawal nazar pesawat cerita kolombia nnitulah kpk nnbejat,1,1,0,1,0,0,0,0,1,0,1,0
beli kitab kuning raudhatul kutub promo lo order sms whats app pinoy recommended,0,0,0,0,0,0,0,0,0,0,0,0
tki wanita hongkok hina hina sebut babuemang kokcongor bertulangmanusia katrok lu,1,1,1,0,0,0,0,0,1,1,0,0
indonesia marah emosi gebuk bilang tolol arab saudi senang bilang tolol bisnis dengar talal,0,1,0,0,0,0,0,0,0,0,0,0
kalo ahok menang pilih kepala daerah bikin video sex bareng anak tan,0,1,0,0,0,0,0,0,0,0,0,0
tolol tunggu bgst,1,1,1,0,0,0,0,0,1,1,0,0
nurul arifin tekad kota bandung jakarta bandunggeulis bandungharmonis calonwalikotabandung,0,0,0,0,0,0,0,0,0,0,0,0
jadi autis bahan canda,0,0,0,0,0,0,0,0,0,0,0,0
wanti wanti orang pakai nama gereja katolik,0,0,0,0,0,0,0,0,0,0,0,0
asyik ya matimatian dukung anggap siapasiapa bantu kampanye saracen anies,1,0,1,0,0,0,0,0,1,1,0,0
telpon mas pas pilih kepala daerah kemarin pilih nasib surat pemberitahuan tahun ,0,0,0,0,0,0,0,0,0,0,0,0
kebangaan spirit juang timnas garuda mbok rusak sinis komentator dengar suara komentator ya datang stadion riak orangorang lho orang cari duit disinisin huu silit,0,1,0,0,0,0,0,0,0,0,0,0
umat hindu permak tentara budha radikal teroris muslim rohingya,1,0,0,1,1,1,0,0,0,0,1,0
yaelah lihat film pki rujuk baca buku manai sophiaan njudulnya hormat hak nnbiar melek politik suharto nbanyakin baca posting gambar kartun biar,0,0,0,0,0,0,0,0,0,0,0,0
sarap tidur enak sih wkwk,0,1,0,0,0,0,0,0,0,0,0,0
gue suka anime anime cerita janji iblis nya deathnote tokyoghoul nanatsunotaizai blackbuttler overlord noragami,0,0,0,0,0,0,0,0,0,0,0,0
marah tah bang bilang etnis cina kasih sempat pimpin indonesia cz watak asli jajah,1,0,0,1,0,1,0,0,0,0,1,0
ken tai kamar mandi kecoa ih takut,0,0,0,0,0,0,0,0,0,0,0,0
pangkal radikal eslam konyol sontoloyo jual ibul agama kawan guntur romlah situ kualitas radikal terorisme radikalisme ini erti kawin terorisme radi,1,1,0,1,1,0,0,0,0,0,1,0
soal sederhana ganjar pranowo baca ulang puisigus mus ulama kenal produktivitas sair acara ros kandidat bicara maret percayaganjaryasin,0,0,0,0,0,0,0,0,0,0,0,0
percaya manusia dunia uji allah swt kaya uji sifat miskin uji kesusahannnpercayalah golong lgbt uji hebat ranah allah uji,0,0,0,0,0,0,0,0,0,0,0,0
